
[taskset -c 1 ./benchmark ] [global]
2167500.710910,case3__1
2167500.710922,case3__1
2167500.710934,case3__1
2167500.710946,case3__1
2167500.710957,case3__1
2167500.710969,case3__1
2167500.710981,case3__1
2167500.710993,case3__1
2167500.711005,case3__1
2167500.711016,case3__1
2167500.711028,case3__1
2167500.711040,case3__1
2167500.711052,case3__1
2167500.711064,case3__1
2167500.711076,case3__1
2167500.711087,case3__1
2167500.711099,case3__1
2167500.711111,case3__1
2167500.711123,case3__1
2167500.711135,case3__1
2167500.711146,case3__1
2167500.711158,case3__1
2167500.711170,case3__1
2167500.711182,case3__1
2167500.711194,case3__1
2167500.711205,case3__1
2167500.711217,case3__1
2167500.711229,case3__1
2167500.711241,case3__1
2167500.711253,case3__1
2167500.711265,case3__1
2167500.711276,case3__1
2167500.711288,case3__1
2167500.711300,case3__1
2167500.711312,case3__1
2167500.711324,case3__1
2167500.711335,case3__1
2167500.711347,case3__1
2167500.711359,case3__1
2167500.711371,case3__1
2167500.711383,case3__1
2167500.711394,case3__1
2167500.711406,case3__1
2167500.711418,case3__1
2167500.711430,case3__1
2167500.711442,case3__1
2167500.711454,case3__1
2167500.711466,case3__1
2167500.711477,case3__1
2167500.711489,case3__1
2167500.711501,case3__1
2167500.711513,case3__1
2167500.711525,case3__1
2167500.711536,case3__1
2167500.711548,case3__1
2167500.711560,case3__1
2167500.711572,case3__1
2167500.711584,case3__1
2167500.711596,case3__1
2167500.711608,case3__1
2167500.711619,case3__1
2167500.711631,case3__return
2167500.711638,main__return

[taskset -c 1 ./benchmark ] [global]
2167505.705182,main__0
2167505.705217,case1__0
2167505.705230,case1__1
2167505.705242,case1__2
2167505.705254,case1__2
2167505.705266,case1__2
2167505.705278,case1__2
2167505.705290,case1__2
2167505.705301,case1__2
2167505.705313,case1__2
2167505.705325,case1__2
2167505.705337,case1__2
2167505.705348,case1__2
2167505.705360,case1__2
2167505.705372,case1__2
2167505.705384,case1__2
2167505.705395,case1__2
2167505.705407,case1__2
2167505.705419,case1__2
2167505.705431,case1__2
2167505.705442,case1__2
2167505.705454,case1__2
2167505.705466,case1__2
2167505.705478,case1__2
2167505.705489,case1__2
2167505.705501,case1__2
2167505.705513,case1__2
2167505.705525,case1__2
2167505.705536,case1__2
2167505.705548,case1__2
2167505.705560,case1__2
2167505.705572,case1__2
2167505.705583,case1__2
2167505.705595,case1__2
2167505.705607,case1__2
2167505.705619,case1__2
2167505.705630,case1__2
2167505.705642,case1__2
2167505.705654,case1__2
2167505.705666,case1__2
2167505.705677,case1__2
2167505.705689,case1__2
2167505.705701,case1__2
2167505.705713,case1__2
2167505.705725,case1__2
2167505.705736,case1__2
2167505.705748,case1__2
2167505.705760,case1__2
2167505.705772,case1__2
2167505.705783,case1__2
2167505.705795,case1__2
2167505.705807,case1__2
2167505.705819,case1__2
2167505.705830,case1__2
2167505.705842,case1__2
2167505.705854,case1__2
2167505.705866,case1__2
2167505.705877,case1__2
2167505.705889,case1__2
2167505.705901,case1__2
2167505.705913,case1__2
2167505.705925,case1__2
2167505.705936,case1__2
2167505.705948,case1__2
2167505.705960,case1__2
2167505.705972,case1__2
2167505.705983,case1__2
2167505.705995,case1__2
2167505.706007,case1__2
2167505.706019,case1__2
2167505.706030,case1__2
2167505.706042,case1__2
2167505.706054,case1__2
2167505.706066,case1__2
2167505.706077,case1__2
2167505.706089,case1__2
2167505.706101,case1__2
2167505.706113,case1__2
2167505.706124,case1__2
2167505.706136,case1__2
2167505.706148,case1__2
2167505.706160,case1__2
2167505.706171,case1__2
2167505.706183,case1__2
2167505.706195,case1__2
2167505.706207,case1__2
2167505.706218,case1__2
2167505.706230,case1__2
2167505.706242,case1__2
2167505.706254,case1__2
2167505.706266,case1__2
2167505.706277,case1__2
2167505.706289,case1__2
2167505.706301,case1__2
2167505.706313,case1__2
2167505.706324,case1__2
2167505.706336,case1__2
2167505.706348,case1__2
2167505.706360,case1__2
2167505.706372,case1__2
2167505.706383,case1__2
2167505.706395,case1__2
2167505.706407,case1__2
2167505.706418,case1__2
2167505.706431,case1__3
2167505.706443,case1__return
2167505.706450,main__1
2167505.706463,case2__0
2167505.706475,case2__return
2167505.706482,main__2
2167505.706494,case3__0
2167505.706508,case3__1
2167505.706577,case3__1
2167505.706590,case3__1
2167505.706602,case3__1
2167505.706614,case3__1
2167505.706626,case3__1
2167505.706637,case3__1
2167505.706649,case3__1
2167505.706661,case3__1
2167505.706673,case3__1
2167505.706685,case3__1
2167505.706696,case3__1
2167505.706708,case3__1
2167505.706720,case3__1
2167505.706732,case3__1
2167505.706743,case3__1
2167505.706755,case3__1
2167505.706767,case3__1
2167505.706779,case3__1
2167505.706791,case3__1
2167505.706802,case3__1
2167505.706814,case3__1
2167505.706826,case3__1
2167505.706838,case3__1
2167505.706850,case3__1
2167505.706861,case3__1
2167505.706873,case3__1
2167505.706885,case3__1
2167505.706897,case3__1
2167505.706909,case3__1
2167505.706920,case3__1
2167505.706932,case3__1
2167505.706944,case3__1
2167505.706956,case3__1
2167505.706968,case3__1
2167505.706980,case3__1
2167505.706991,case3__1
2167505.707003,case3__1
2167505.707015,case3__1
2167505.707027,case3__1
2167505.707038,case3__1
2167505.707050,case3__1
2167505.707062,case3__1
2167505.707074,case3__1
2167505.707086,case3__1
2167505.707097,case3__1
2167505.707109,case3__1
2167505.707121,case3__1
2167505.707133,case3__1
2167505.707145,case3__1
2167505.707156,case3__1
2167505.707168,case3__1
2167505.707180,case3__1
2167505.707192,case3__1
2167505.707204,case3__1
2167505.707215,case3__1
2167505.707227,case3__1
2167505.707239,case3__1
2167505.707251,case3__1
2167505.707263,case3__1
2167505.707274,case3__1
2167505.707286,case3__1
2167505.707298,case3__1
2167505.707310,case3__1
2167505.707322,case3__1
2167505.707333,case3__1
2167505.707345,case3__1
2167505.707357,case3__1
2167505.707369,case3__1
2167505.707380,case3__1
2167505.707392,case3__1
2167505.707404,case3__1
2167505.707416,case3__1
2167505.707428,case3__1
2167505.707439,case3__1
2167505.707451,case3__1
2167505.707463,case3__1
2167505.707475,case3__1
2167505.707487,case3__1
2167505.707498,case3__1
2167505.707510,case3__1
2167505.707522,case3__1
2167505.707534,case3__1
2167505.707546,case3__1
2167505.707557,case3__1
2167505.707569,case3__1
2167505.707581,case3__1
2167505.707593,case3__1
2167505.707605,case3__1
2167505.707616,case3__1
2167505.707628,case3__1
2167505.707640,case3__1
2167505.707652,case3__1
2167505.707664,case3__1
2167505.707675,case3__1
2167505.707687,case3__1
2167505.707699,case3__1
2167505.707711,case3__1
2167505.707723,case3__1
2167505.707734,case3__1
2167505.707746,case3__1
2167505.707758,case3__return
2167505.707765,main__return
